ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Historical Wards 2003-2015
35712,E85,Family Express - Valpo West,752 W Lincolnway,,Valparaiso,IN,46385,,219-462-8040,E,,Public,5am-11pm daily,A Cash CREDIT D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,41.46898,-87.07002,11/10/2022,09/20/2023 04:02:24 PM +0000,P,,,10/15/2009,,,,false,"(41.46898, -87.07002)",,,22001,,,
36318,E85,City of Chicago FS#2,6445 N Ravenswood Ave,Devon and Ravenswood,Chicago,IL,60626,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.998997,-87.675032,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,11/15/2011,,,,false,"(41.998997, -87.675032)",9,10,21853,242,24,46
36319,E85,City of Chicago FS#202,5150 W 63rd St,63rd and Laramie,Chicago,IL,60638,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.778249,-87.750999,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,11/10/2011,,,,false,"(41.778249, -87.750999)",7,62,22268,337,15,23
36320,E85,City of Chicago FS#205,3245 N Campbell,Belmont & Western,Chicago,IL,60618,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.940786,-87.690611,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,03/31/2012,,,,false,"(41.940786, -87.690611)",39,46,21538,110,18,13
36321,E85,City of Chicago FS#8,10420 S Vincennes,104th and Vincennes,Chicago,IL,60643,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.704048,-87.657047,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,10/15/2011,,,,false,"(41.704048, -87.657047)",13,71,22212,630,22,18
36581,CNG,CNG Calumet,130 State St,,Calumet City,IL,60409,,773-960-5642,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.622812,-87.527426,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,08/01/2013,,HD,,,"(41.622812, -87.527426)",,,26890,,,
36619,ELEC,INTERPARK 50 EAST OHIO 2,50 E Ohio St,,Chicago,IL,60611,,888-758-4389,T,09/09/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.892757,-87.626038,09/28/2023,09/27/2023 07:08:20 PM +0000,,,,02/15/2011,,,,,"(41.892757, -87.626038)",6,37,21182,626,36,22
36780,E85,Raceco,450 Cicero Ave,,University Park,IL,60484,,708-534-3050,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,GPS,41.456092,-87.733179,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,10/31/2008,,,,false,"(41.456092, -87.733179)",,,10396,,,
36789,E85,Ceres Solutions LLP,1466 N McKinley Ave,,Rensselaer,IN,47978,,219-866-2801,E,,Public - Credit card after hours,"7:30am-5pm M-F, 7:30am-12pm Sat",A Cash D Debit M V Wright_Exp,,,,,,,,,,200-8,40.94967,-87.15175,11/10/2022,09/20/2023 04:02:24 PM +0000,P,,,05/30/2010,,,,false,"(40.94967, -87.15175)",,,17890,,,
36889,E85,Circle K,1501 N Division St,,Morris,IL,60450,,815-416-1338,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.3725182,-88.4219927,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,12/20/2010,,,,false,"(41.3725182, -88.4219927)",,,10400,,,
36891,E85,Citgo,13501 S Kedzie Ave,,Robbins,IL,60472,,708-388-6000,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.64748,-87.69882,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,11/30/2008,,,,false,"(41.64748, -87.69882)",,,26633,,,
36915,E85,Shell,17951 Halsted St,,Homewood,IL,60430,,708-590-4099,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,41.563316,-87.635825,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,10/31/2009,,,,false,"(41.563316, -87.635825)",,,9301,,,
36949,ELEC,GATEWAYKENOSHA HORIZON MAINLOT,4940 88th Avenue,,Kenosha,WI,53144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.592469,-87.915847,09/28/2023,09/27/2023 07:24:19 PM +0000,,,,10/15/2010,,,,,"(42.592469, -87.915847)",,,5034,,,
38068,E85,Thorntons #310,205 S US Highway 12,,Volo,IL,60073,,815-578-9085,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.324636,-88.164053,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,11/30/2010,,,,false,"(42.324636, -88.164053)",,,9453,,,
38774,ELEC,Town of Dyer - Town Hall,1 Town Square,Route 30/ Hart Street,Dyer,IN,46311,,219-865-6108,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,41.492057,-87.522819,01/10/2023,02/14/2023 09:54:11 AM +0000,LG,,,10/15/2010,,,,,"(41.492057, -87.522819)",,,21639,,,
39201,E85,BP,3502 Rapids Dr,,Racine,WI,53404,,262-634-5801,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,42.751817,-87.820986,11/10/2022,02/14/2023 09:54:11 AM +0000,P,,,12/31/2010,,,,false,"(42.751817, -87.820986)",,,21525,,,
39683,E85,Thorntons #307,110 W Devon Ave,,Wood Dale,IL,60191,,630-616-0993,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.992697,-87.980521,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,05/01/2011,,,,false,"(41.992697, -87.980521)",,,26281,,,
40340,E85,Shell - Palos Hills Mart,10300 S Harlem Ave,,Palos Hills,IL,60465,,708-598-2626,E,,Public,24 hours daily,A Cash D M V Wright_Exp,,,,,,,,,,200-9,41.703996,-87.798389,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,06/15/2011,,,,false,"(41.703996, -87.798389)",,,2309,,,
