ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
154393,ELEC,222 N LaSalle Parking Garage,222 N La Salle St,,Chicago,IL,60601,,855-900-7584,E,,Public,24 hours daily,,,,,,4,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-9,41.886578,-87.632776,10/05/2023,10/04/2023 07:57:21 PM +0000,,,,03/10/2020,,,,,"(41.886578, -87.632776)"
310421,ELEC,Evo Union Park,1454 W Randolph St,,Chicago,IL,60607,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8849841,-87.6640729,10/04/2023,10/03/2023 07:07:26 PM +0000,,,,12/28/2021,,,,,"(41.8849841, -87.6640729)"
228136,ELEC,Whole Foods Market,3640 N Halsted St,,Chicago,IL,60613,,877-455-3833,E,,Public,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,41.948448,-87.649988,10/04/2023,10/04/2023 06:55:55 PM +0000,,,,03/07/2018,,,,,"(41.948448, -87.649988)"
163455,ELEC,PEOPLES GAS EV4,4341 W 35th Pl Logistics Support,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989297,-87.73032,10/05/2023,10/04/2023 07:26:22 PM +0000,,,,06/18/2020,,,,,"(41.989297, -87.73032)"
309658,ELEC,Water Purification South Plant,3300 East Cheltenham Place,,Chicago,IL,60649,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.75455026166062,-87.54578510282197,10/04/2023,10/03/2023 07:02:23 PM +0000,,,,08/14/2023,,,,,"(41.75455026166062, -87.54578510282197)"
202795,ELEC,INTERPARK 200 N CLARK 2,200 N Clark St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885939,-87.631256,10/05/2023,10/04/2023 07:38:37 PM +0000,,,,12/18/2021,,,,,"(41.885939, -87.631256)"
228123,ELEC,Jewel-Osco,3400 N Western Ave,,Chicago,IL,60618,,877-455-3833,T,09/02/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.943222,-87.689259,10/04/2023,10/04/2023 06:55:54 PM +0000,,,,03/07/2018,,,,,"(41.943222, -87.689259)"
152341,ELEC,University of Illinois - 915 S Paulina St,915 S Paulina St,1st Floor||,Chicago,IL,60612,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.864575,-87.645374,10/04/2023,10/03/2023 07:02:26 PM +0000,,,,01/10/2020,,,,,"(41.864575, -87.645374)"
251338,ELEC,Mac Management Co,640 N La Salle St,,Chicago,IL,60654,,,E,,Private,Contact station for hours of availability,,,,,,4,,,AMPUP,https://ampup.io/,GPS,41.8936332,-87.6329,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,12/02/2022,,,,,"(41.8936332, -87.6329)"
151754,ELEC,AMC Ford City 14,4700 W 77Th St,,Chicago,IL,60652,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.753993,-87.733809,10/05/2023,10/04/2023 08:06:40 PM +0000,,,,12/16/2018,,,,,"(41.753993, -87.733809)"
185394,ELEC,MILLENNIUM GRGS MPG PILOT #2,5 S Columbus Dr,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.88261,-87.620989,10/05/2023,10/04/2023 07:32:49 PM +0000,,,,02/26/2021,,,,,"(41.88261, -87.620989)"
309027,ELEC,Optima Lakeview,3478 N Broadway,,Chicago,IL,60657,,888-998-2546,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,41.9450504,-87.6465576,10/03/2023,10/03/2023 06:59:04 PM +0000,,,,07/13/2022,,,,,"(41.9450504, -87.6465576)"
20844,E85,Citgo,4070 N Clark St,,Chicago,IL,60613,,773-528-3040,E,,Public,24 hours daily,A Cash D Debit M V Wright_Exp,,,,,,,,,,200-9,41.956159,-87.663596,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,08/15/2000,,,,false,"(41.956159, -87.663596)"
220422,ELEC,LINCOLN COMMON LINCOLN COMMON,2316 N Lincoln Ave,,Chicago,IL,60614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.924266,-87.647382,10/05/2023,10/04/2023 07:40:21 PM +0000,,,,06/02/2022,,,,,"(41.924266, -87.647382)"
174560,ELEC,SOLDIER FIELD STATION 03,1410 Museum Campus Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.863455,-87.616349,10/05/2023,10/04/2023 07:20:37 PM +0000,,,,01/27/2021,,,,,"(41.863455, -87.616349)"
180624,ELEC,PEOPLES GAS EV1,4341 W 35th Pl Logistics Support,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989385,-87.730277,10/05/2023,10/04/2023 07:26:22 PM +0000,,,,01/27/2021,,,,,"(41.989385, -87.730277)"
236280,ELEC,PARKING B LOT B FLOOR8 #2,259 E Erie St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.893693,-87.620932,10/05/2023,10/04/2023 07:01:47 PM +0000,,,,11/18/2022,,,,,"(41.893693, -87.620932)"
255194,ELEC,Pershing,1869 W. Pershing Rd,,Chicago,IL,60609,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8226108,-87.6723829,10/03/2023,10/03/2023 06:59:48 PM +0000,,,,05/04/2022,,,,,"(41.8226108, -87.6723829)"
171654,ELEC,3RD FLOOR GREENWAY-2,60 W Kinzie St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889364,-87.630365,10/04/2023,10/04/2023 06:58:29 PM +0000,,,,01/27/2021,,,,,"(41.889364, -87.630365)"
192929,ELEC,RUSH PARKING STATION 02,1641 w harrison st,,Chicago,IL,60612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.873913,-87.668106,10/05/2023,10/04/2023 07:24:24 PM +0000,,,,07/17/2021,,,,,"(41.873913, -87.668106)"
123556,ELEC,SP PLUS CORP MCCORMICK 2,2301 S Prairie Ave,,Chicago,IL,60616,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851167,-87.620557,10/05/2023,10/04/2023 07:17:35 PM +0000,,,,06/05/2019,,,,,"(41.851167, -87.620557)"
256683,ELEC,PARC HURON LEFT STATION,469 W Huron St,,Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.894565,-87.641248,10/05/2023,10/04/2023 07:22:51 PM +0000,,,,03/18/2023,,,,,"(41.894565, -87.641248)"
309363,ELEC,3746 S. Iron Street,3746 S. Iron St.,,Chicago,IL,60609,,888-998-2546,E,,Public,24 hours daily,,,,,,,1,,Blink Network,http://www.blinkcharging.com/,GPS,41.82596886583357,-87.66022093209025,10/04/2023,10/03/2023 07:00:46 PM +0000,,,,08/24/2023,,,,,"(41.82596886583357, -87.66022093209025)"
227407,ELEC,4763 N Manor Ave,4763 N Manor Ave,,Chicago,IL,60625,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE CREDIT D Debit M V,,,,,1,,,EVMATCH,https://www.evmatch.com,GPS,41.9681374,-87.702697,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,10/29/2022,,,,,"(41.9681374, -87.702697)"
202956,ELEC,INTERPARK 200 N CLARK 1,200 N Clark St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885939,-87.631224,10/05/2023,10/04/2023 07:38:37 PM +0000,,,,12/23/2021,,,,,"(41.885939, -87.631224)"
33088,E85,City of Chicago FS#7,10000 W Montrose Ave,O'Hare Airport,Chicago,IL,60666,,,E,,Private - Government only,,,,,,,,,,,,GPS,41.95940310555005,-87.83946993386843,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,06/15/2008,,,,false,"(41.95940310555005, -87.83946993386843)"
262242,ELEC,210 W. 69th St,210 West 69th Street,,Chicago,IL,60621,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.7691907,-87.63135,10/04/2023,10/03/2023 07:01:29 PM +0000,,,,07/26/2022,,,,,"(41.7691907, -87.63135)"
173547,ELEC,UNITED ORD LOT UNITED 4,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.98125,-87.888829,10/05/2023,10/04/2023 07:14:25 PM +0000,,,,01/27/2021,,,,,"(41.98125, -87.888829)"
98760,ELEC,Berman Nissan - Chicago,3456 N Kedzie Ave,,Chicago,IL,60618,,773-295-4650,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,41.943587,-87.708212,06/09/2020,02/15/2023 04:45:41 PM +0000,P,,,06/06/2018,,,,,"(41.943587, -87.708212)"
70908,LPG,U-Haul,4055 N Broadway St,,Chicago,IL,60613,,773-871-7155,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.955969,-87.651256,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,11/02/2015,,,true,,"(41.955969, -87.651256)"
147816,ELEC,LPC,2330 North Clifton Avenue,The stations are installed on the ground level of the garage.,Chicago,IL,60614,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.9245874,-87.657365,10/04/2023,10/03/2023 07:06:21 PM +0000,,,,08/30/2016,,,,,"(41.9245874, -87.657365)"
309843,ELEC,2741 S Western Ave,2741 South Western Avenue,,Chicago,IL,60608,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.84213219931427,-87.68418956208971,10/04/2023,10/03/2023 07:03:45 PM +0000,,,,07/20/2023,,,,,"(41.84213219931427, -87.68418956208971)"
33072,E85,Mobil - Midway,8145 S Pulaski,,Chicago,IL,60652,,773-585-8912,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,41.744262,-87.72134,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,05/15/2008,,,,false,"(41.744262, -87.72134)"
236214,ELEC,THE COOPER STATION 2,720 S Wells St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.872568,-87.633825,10/05/2023,10/04/2023 07:13:11 PM +0000,,,,11/17/2022,,,,,"(41.872568, -87.633825)"
169248,ELEC,"Virgin Hotels, Chicago - LAZ Parking - Tesla Destination",203 N Wabash Ave,,Chicago,IL,60601,,  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.88605,-87.626025,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,03/24/2015,,,,,"(41.88605, -87.626025)"
147821,ELEC,430204 : X Chicago Apartments,710 West 14th Street,,Chicago,IL,60607,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.863604,-87.6453386,10/04/2023,10/03/2023 07:00:27 PM +0000,,,,01/25/2019,,,,,"(41.863604, -87.6453386)"
173550,ELEC,UNITED ORD LOT UNITED 2,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981303,-87.888644,10/05/2023,10/04/2023 07:14:24 PM +0000,,,,01/27/2021,,,,,"(41.981303, -87.888644)"
151741,ELEC,"Walgreens at 111 S Halsted St, Chicago",111 S Halsted St,,Chicago,IL,60661,,888-264-2208,E,,Public,Mon 11:00pm - 10:59pm; Tue 11:00pm - 10:59pm; Wed 11:00pm - 10:59pm; Thu 11:00pm - 10:59pm; Fri 11:00pm - 10:59pm; Sat 11:00pm - 10:59pm; Sun 11:00pm - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.880205,-87.6470495,10/05/2023,10/04/2023 08:04:43 PM +0000,,,,10/24/2019,,,,,"(41.880205, -87.6470495)"
253419,ELEC,175 W JACKSON 175 W JACKSON,175 Jackson Blvd,,Chicago,IL,60604,,888-758-4389,E,,Public,Mon 5:00am - 5:00pm; Tue 5:00am - 5:00pm; Wed 5:00am - 5:00pm; Thu 5:00am - 5:00pm; Fri 5:00am - 5:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877872,-87.6332,10/05/2023,10/04/2023 07:45:57 PM +0000,,,,02/07/2023,,,,,"(41.877872, -87.6332)"
171695,ELEC,900 SELF PARK PLUG AND SHOP 4,911 N. Rush St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.899639,-87.626307,10/04/2023,10/04/2023 06:58:20 PM +0000,,,,01/27/2021,,,,,"(41.899639, -87.626307)"
238378,ELEC,1 E 8th St. Garage,1 East 8th Street,,Chicago,IL,60605,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,41.87172,-87.62745,10/05/2023,10/04/2023 08:08:22 PM +0000,,,,11/15/2022,,,,,"(41.87172, -87.62745)"
217314,ELEC,HRC WEST 1 HYATT HOTEL 2,310 N Stetson Ave,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887463,-87.62218,10/05/2023,10/04/2023 07:05:01 PM +0000,,,,05/11/2022,,,,,"(41.887463, -87.62218)"
114162,ELEC,Atlantic Aviation MDW - Tesla Destination,6150 S Laramie Ave,,Chicago,IL,60638,,773-582-5720  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.780364,-87.752853,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,03/26/2018,,,,,"(41.780364, -87.752853)"
310320,ELEC,1000 Montrose,10000 Montrose Avenue,,Chicago,IL,60176,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.98099158093351,-87.90900617900336,10/04/2023,10/03/2023 07:06:43 PM +0000,,,,08/04/2023,,,,,"(41.98099158093351, -87.90900617900336)"
147037,ELEC,SOLDIER FIELD STATION 02,1410 Museum Campus Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.863703,-87.616745,10/05/2023,10/04/2023 07:21:29 PM +0000,,,,10/18/2019,,,,,"(41.863703, -87.616745)"
260952,ELEC,300 E. Randolph - Unit #1,300 E. Randolph,,Chicago,IL,60601,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8846651,-87.6199166,10/04/2023,10/03/2023 07:02:09 PM +0000,,,,12/29/2022,,,,,"(41.8846651, -87.6199166)"
186340,ELEC,Jewel Osco 2940 North Ashland Chicago,2940 North Ashland,,Chicago,IL,60657,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.935462,-87.669719,10/05/2023,10/04/2023 08:04:47 PM +0000,,,,03/15/2021,,,,,"(41.935462, -87.669719)"
201403,ELEC,DRAKE TOWER DRAKE 1,172 E Walton Pl,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.900228,-87.622669,10/05/2023,10/04/2023 07:38:11 PM +0000,,,,11/19/2021,,,,,"(41.900228, -87.622669)"
262825,ELEC,540 E Lower Wacker,540 East Lower Wacker Drive,,Chicago,IL,60601,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.887439,-87.6160571,10/04/2023,10/03/2023 07:02:13 PM +0000,,,,05/17/2023,,,,,"(41.887439, -87.6160571)"
98631,E85,Thorntons #322,3450 S California Ave,,Chicago,IL,60632,,773-523-2030,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,41.83056,-87.69573,09/14/2023,09/14/2023 09:01:49 AM +0000,P,,,05/15/2018,,,,false,"(41.83056, -87.69573)"
257930,ELEC,SOLDIER FIELD STATION 04,1410 Museum Campus Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.862187,-87.615146,10/05/2023,10/04/2023 07:25:15 PM +0000,,,,04/06/2023,,,,,"(41.862187, -87.615146)"
60584,ELEC,PARKING A DREXEL GARAGE,6054-6098 S Drexel Ave,,Chicago,IL,60637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.784474,-87.604518,10/04/2023,10/04/2023 06:59:02 PM +0000,,,,02/27/2014,,,,,"(41.784474, -87.604518)"
194151,ELEC,TARGET CORP CHICAGO NNE 1,2656 N Elston Ave,,Chicago,IL,60647,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.927939,-87.685991,10/05/2023,10/04/2023 07:34:50 PM +0000,,,,08/21/2021,,,,,"(41.927939, -87.685991)"
171740,ELEC,PARKING GARAGE P1 GW,111 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,T,05/11/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880391,-87.636605,10/04/2023,10/03/2023 07:09:18 PM +0000,,,,01/27/2021,,,,,"(41.880391, -87.636605)"
151747,ELEC,Government Center Self Park,181 North Clark,,Chicago,IL,60601,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.8856135,-87.63075645,10/05/2023,10/04/2023 08:06:48 PM +0000,,,,11/25/2015,,,,,"(41.8856135, -87.63075645)"
260477,ELEC,PNC Centre at One North Franklin,North Franklin Street,,Chicago,IL,60606,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8857555,-87.6353777,10/04/2023,10/03/2023 07:02:09 PM +0000,,,,12/05/2019,,,,,"(41.8857555, -87.6353777)"
104690,ELEC,UNITED ORD LOT UNITED 7,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981125,-87.88858,10/05/2023,10/04/2023 07:14:25 PM +0000,,,,11/14/2018,,,,,"(41.981125, -87.88858)"
213089,ELEC,320 S CANAL STATION 1,320 S Canal St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87721,-87.64056,10/05/2023,10/04/2023 07:36:57 PM +0000,,,,03/31/2022,,,,,"(41.87721, -87.64056)"
218192,ELEC,Parq Fulton,1400 West Randolph Street,EV stations are located in the second garage.,Chicago,IL,60607,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8845457,-87.6626597,10/04/2023,10/03/2023 07:07:28 PM +0000,,,,12/27/2021,,,,,"(41.8845457, -87.6626597)"
180607,ELEC,BUCK MANAGEMENT LEVEL 2 324,845 W Madison St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880838,-87.649007,10/05/2023,10/04/2023 07:26:28 PM +0000,,,,01/27/2021,,,,,"(41.880838, -87.649007)"
80236,ELEC,ONE SOUTH WACKE OSW STATION #1,1 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.881597,-87.636514,10/05/2023,10/04/2023 07:06:44 PM +0000,,,,12/17/2016,,,,,"(41.881597, -87.636514)"
201004,ELEC,"Target T2078 (Chicago, IL)",1940 W 33rd Street,,Chicago,IL,60608,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.83555,-87.67318,10/05/2023,10/04/2023 08:00:27 PM +0000,,,,11/11/2021,,,,,"(41.83555, -87.67318)"
224653,ELEC,INTERPARK CH610 EAST,230 W Washington St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883519,-87.635067,10/05/2023,10/04/2023 07:43:14 PM +0000,,,,07/30/2022,,,,,"(41.883519, -87.635067)"
191468,ELEC,1035 Van Buren - Garage - ParkChirp,1035 W Van Buren St,,Chicago,IL,60607,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8767996,-87.6532026,10/04/2023,10/03/2023 07:06:07 PM +0000,,,,06/24/2021,,,,,"(41.8767996, -87.6532026)"
